region,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_discount,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi
Jakarta Pusat,2.00,1140000.00,4.60,42.00,65.00,Kos Campur,12.00,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1
Jakarta Pusat,0.00,1710000.00,4.50,12.00,22.00,Kos Campur,9.00,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1
Jakarta Pusat,2.00,902500.00,4.60,20.00,35.00,Kos Campur,9.00,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1
Jakarta Pusat,0.00,1757500.00,4.60,19.00,35.00,Kos Campur,12.00,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1
Jakarta Selatan,0.00,1307500.00,4.80,4.00,8.00,Kos Putri,6.72,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Selatan,1.00,925000.00,4.90,6.00,12.00,Kos Putra,10.50,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0
Jakarta Timur,0.00,855000.00,5.00,5.00,13.00,Kos Putri,6.75,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Timur,0.00,1355000.00,4.50,3.00,6.00,Kos Campur,5.95,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,1355000.00,4.50,3.00,6.00,Kos Campur,5.95,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,1355000.00,4.50,3.00,6.00,Kos Campur,5.95,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,1355000.00,4.50,3.00,6.00,Kos Campur,5.95,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,1165000.00,3.50,1.00,4.00,Kos Campur,8.75,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Timur,1.00,975000.00,4.90,3.00,15.00,Kos Campur,8.75,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Pusat,1.00,1625000.00,0.00,0.00,2.00,Kos Putri,10.24,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Pusat,1.00,1125000.00,4.90,3.00,7.00,Kos Putri,10.24,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Pusat,0.00,825000.00,5.00,4.00,6.00,Kos Putri,6.00,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,1.00,991000.00,4.90,18.00,27.00,Kos Campur,4.86,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Jakarta Barat,2.00,1425000.00,4.60,6.00,8.00,Kos Campur,11.00,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0
Jakarta Timur,0.00,1165000.00,5.00,1.00,3.00,Kos Putri,11.47,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Jakarta Selatan,1.00,1325000.00,4.40,16.00,27.00,Kos Putra,5.10,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
Jakarta Pusat,0.00,1212500.00,4.60,24.00,59.00,Kos Campur,5.67,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Pusat,0.00,1203000.00,4.80,9.00,12.00,Kos Campur,8.00,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Pusat,0.00,1298000.00,4.90,6.00,10.00,Kos Campur,8.00,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Pusat,0.00,1535500.00,4.80,50.00,95.00,Kos Campur,8.00,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Pusat,0.00,1583000.00,4.80,16.00,25.00,Kos Campur,8.00,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Pusat,0.00,1733100.00,0.00,0.00,0.00,Kos Campur,16.20,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Pusat,0.00,1323000.00,0.00,0.00,7.00,Kos Campur,8.64,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Pusat,1.00,923000.00,0.00,0.00,1.00,Kos Campur,8.64,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Timur,0.00,1355000.00,4.40,3.00,3.00,Kos Putri,7.00,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
Jakarta Timur,0.00,927500.00,4.80,39.00,53.00,Kos Putri,5.00,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
Jakarta Selatan,0.00,2685000.00,5.00,3.00,5.00,Kos Putri,10.50,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
Jakarta Selatan,0.00,1830000.00,4.90,4.00,12.00,Kos Putri,9.00,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
Jakarta Selatan,1.00,1735000.00,5.00,5.00,8.00,Kos Putri,9.00,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
Jakarta Timur,1.00,1117500.00,0.00,0.00,1.00,Kos Campur,6.00,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
Jakarta Timur,0.00,1022500.00,4.60,18.00,28.00,Kos Campur,9.00,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
Jakarta Timur,0.00,880000.00,4.60,21.00,27.00,Kos Campur,5.60,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
Jakarta Pusat,0.00,807500.00,4.50,1.00,14.00,Kos Campur,4.25,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Pusat,3.00,712500.00,4.60,5.00,31.00,Kos Campur,4.25,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1225000.00,5.00,3.00,11.00,Kos Putri,13.26,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Timur,0.00,925000.00,4.50,3.00,7.00,Kos Putri,9.00,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Jakarta Pusat,0.00,1275000.00,4.40,10.00,30.00,Kos Campur,8.68,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Selatan,0.00,1200000.00,4.50,7.00,15.00,Kos Campur,12.25,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Selatan,2.00,700000.00,4.90,33.00,63.00,Kos Putri,7.84,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Jakarta Barat,0.00,1155000.00,4.80,47.00,71.00,Kos Campur,9.00,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
Jakarta Barat,0.00,761000.00,4.80,8.00,12.00,Kos Campur,6.00,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Barat,2.00,738000.00,4.60,13.00,25.00,Kos Campur,4.00,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Pusat,0.00,1625000.00,4.60,10.00,26.00,Kos Putri,15.75,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Pusat,1.00,1425000.00,4.90,3.00,5.00,Kos Putri,15.75,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Selatan,0.00,1425000.00,4.90,3.00,5.00,Kos Putri,18.00,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0
Jakarta Selatan,0.00,1315000.00,0.00,0.00,2.00,Kos Putri,10.50,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Selatan,0.00,1225000.00,4.80,7.00,17.00,Kos Putri,9.00,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Pusat,0.00,2125000.00,5.00,4.00,7.00,Kos Putri,11.84,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Jakarta Pusat,0.00,2025000.00,4.90,2.00,4.00,Kos Putri,9.60,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Jakarta Pusat,2.00,1451000.00,5.00,6.00,7.00,Kos Putri,10.24,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,1.00,1275000.00,4.80,2.00,4.00,Kos Putri,7.13,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
Jakarta Pusat,1.00,1825000.00,4.60,14.00,33.00,Kos Campur,12.00,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Jakarta Pusat,0.00,1405000.00,4.80,29.00,55.00,Kos Campur,9.00,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jakarta Timur,1.00,1273000.00,4.80,15.00,24.00,Kos Campur,7.50,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Timur,0.00,1085160.00,4.60,16.00,23.00,Kos Campur,7.50,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
Jakarta Timur,3.00,974000.00,4.40,16.00,19.00,Kos Campur,6.25,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Timur,1.00,674000.00,4.10,6.00,6.00,Kos Campur,6.25,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Jakarta Barat,0.00,950000.00,4.80,22.00,45.00,Kos Campur,10.50,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,855000.00,4.80,4.00,14.00,Kos Putra,7.50,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0
Jakarta Timur,3.00,1217900.00,5.00,1.00,1.00,Kos Putra,8.00,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1220840.00,4.40,1.00,1.00,Kos Putra,8.00,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
Jakarta Barat,0.00,1300000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
Jakarta Utara,0.00,1850000.00,0.00,0.00,0.00,Kos Campur,9.00,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Barat,2.00,2000000.00,0.00,0.00,3.00,Kos Putri,9.00,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Jakarta Timur,0.00,2100000.00,0.00,0.00,0.00,Kos Campur,21.00,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Jakarta Timur,1.00,2480000.00,0.00,0.00,1.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0
Jakarta Barat,1.00,1750000.00,0.00,0.00,0.00,Kos Campur,7.50,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0
Jakarta Utara,1.00,1550000.00,5.00,3.00,7.00,Kos Campur,6.00,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Jakarta Utara,2.00,1650000.00,0.00,0.00,6.00,Kos Campur,9.00,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Jakarta Utara,3.00,1300000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Jakarta Barat,1.00,1500000.00,4.10,2.00,19.00,Kos Campur,12.00,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Jakarta Utara,0.00,750000.00,0.00,0.00,1.00,Kos Campur,6.00,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Utara,1.00,1300000.00,0.00,0.00,0.00,Kos Putra,12.00,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0
Jakarta Utara,1.00,900000.00,0.00,0.00,0.00,Kos Putra,12.00,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0
Jakarta Utara,2.00,1650000.00,0.00,0.00,0.00,Kos Campur,7.00,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
Jakarta Timur,0.00,1500000.00,0.00,0.00,1.00,Kos Putri,3.00,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Jakarta Timur,3.00,1350000.00,4.90,72.00,97.00,Kos Campur,16.00,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0
Jakarta Utara,0.00,2000000.00,0.00,0.00,5.00,Kos Campur,12.00,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0
Jakarta Barat,1.00,1980000.00,5.00,6.00,30.00,Kos Campur,6.00,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
Jakarta Barat,2.00,2499000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
Jakarta Timur,1.00,1500000.00,0.00,0.00,0.00,Kos Putri,9.00,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0
Jakarta Timur,1.00,1800000.00,0.00,0.00,1.00,Kos Putri,8.75,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0
Jakarta Timur,1.00,1500000.00,0.00,0.00,0.00,Kos Putri,5.40,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Utara,3.00,2300000.00,0.00,0.00,5.00,Kos Putri,9.00,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Jakarta Timur,2.00,1350000.00,0.00,0.00,1.00,Kos Campur,15.68,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Jakarta Timur,2.00,1350000.00,0.00,0.00,1.00,Kos Campur,15.68,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Jakarta Timur,2.00,1350000.00,0.00,0.00,1.00,Kos Campur,15.68,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Jakarta Timur,1.00,1200000.00,4.90,3.00,0.00,Kos Putra,9.00,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,4.90,3.00,0.00,Kos Putra,9.00,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,4.90,3.00,0.00,Kos Putra,9.00,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,4.90,3.00,0.00,Kos Putra,9.00,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,4.90,3.00,0.00,Kos Putra,9.00,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
Jakarta Utara,0.00,1950000.00,0.00,0.00,0.00,Kos Campur,9.00,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
Jakarta Barat,2.00,2599999.00,5.00,1.00,9.00,Kos Campur,10.50,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
Jakarta Timur,2.00,1399000.00,5.00,4.00,5.00,Kos Campur,9.00,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
Jakarta Utara,3.00,1800000.00,0.00,0.00,0.00,Kos Campur,6.00,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0
Jakarta Pusat,1.00,1500000.00,0.00,0.00,0.00,Kos Campur,5.52,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
Jakarta Pusat,1.00,1500000.00,0.00,0.00,0.00,Kos Campur,5.52,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
Jakarta Pusat,1.00,2200000.00,0.00,0.00,0.00,Kos Campur,9.00,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0
Jakarta Utara,2.00,2000000.00,0.00,0.00,0.00,Kos Campur,7.50,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
Jakarta Timur,0.00,2250000.00,0.00,0.00,0.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,2250000.00,0.00,0.00,0.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,2250000.00,0.00,0.00,0.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,2250000.00,0.00,0.00,0.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,0.00,2250000.00,0.00,0.00,0.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,1.00,1750000.00,0.00,0.00,0.00,Kos Putri,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Pusat,0.00,3000000.00,3.10,3.00,1.00,Kos Campur,12.00,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1
Jakarta Utara,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
Jakarta Utara,0.00,1300000.00,4.40,6.00,17.00,Kos Putri,9.00,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0
Jakarta Utara,0.00,2550000.00,3.10,1.00,1.00,Kos Putri,9.10,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
Jakarta Utara,0.00,2350000.00,0.00,0.00,0.00,Kos Putri,14.43,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Jakarta Barat,0.00,1500000.00,0.00,0.00,12.00,Kos Putri,9.00,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
Jakarta Timur,0.00,1200000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
Jakarta Utara,3.00,1050000.00,4.00,1.00,10.00,Kos Campur,6.25,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0
Jakarta Utara,0.00,899000.00,4.30,9.00,51.00,Kos Campur,4.00,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0
Jakarta Utara,1.00,1950000.00,0.00,0.00,0.00,Kos Campur,8.75,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
Jakarta Utara,2.00,1200000.00,0.00,0.00,2.00,Kos Campur,21.00,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Selatan,0.00,1200000.00,0.00,0.00,3.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1
Jakarta Pusat,0.00,3750000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
Jakarta Pusat,0.00,4000000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
Jakarta Pusat,0.00,4250000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Utara,1.00,1500000.00,0.00,0.00,0.00,Kos Campur,9.00,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
Jakarta Barat,3.00,1400000.00,4.60,1.00,4.00,Kos Campur,8.40,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
Jakarta Barat,2.00,1300000.00,0.00,0.00,10.00,Kos Putri,10.50,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0
Jakarta Barat,0.00,2250000.00,0.00,0.00,7.00,Kos Campur,14.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
Jakarta Barat,2.00,2350000.00,0.00,0.00,11.00,Kos Putri,12.00,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Barat,0.00,2750000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Jakarta Barat,0.00,4500000.00,0.00,0.00,14.00,Kos Campur,15.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Jakarta Barat,0.00,2750000.00,0.00,0.00,6.00,Kos Campur,12.00,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
Jakarta Barat,0.00,4400000.00,0.00,0.00,0.00,Kos Campur,15.75,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Barat,0.00,3250000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
Jakarta Barat,0.00,3250000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
