room_name,region,location,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi,is_discount
Kost Singgahsini Amelia Condet Tipe B Kramatjati Jakarta Timur,Jakarta Timur,Kramat Jati,0.00,1830000.00,4.90,68.00,112.00,Kos Putri,12.00,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Ananda 123 Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2125000.00,4.80,4.00,7.00,Kos Putra,7.50,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
Kost Singgahsini Ananda 123 Tipe C Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1725000.00,4.80,8.00,15.00,Kos Putra,5.72,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
Kost Singgahsini Anggrek Bulan Tipe A Matraman Jakarta Timur,Jakarta Timur,Matraman,0.00,1267000.00,4.50,24.00,53.00,Kos Campur,9.00,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
Kost Singgahsini Anisa Kebon Kacang 6 Tipe A Tanah Abang Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,3025000.00,5.00,1.00,6.00,Kos Putri,43.20,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
Kost Singgahsini Anisa Kebon Kacang 6 Tipe B Tanah Abang Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,2725000.00,4.90,2.00,6.00,Kos Putri,19.25,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
Kost Singgahsini Anisa Kebon Kacang 6 Tipe C Tanah Abang Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,2575000.00,4.90,9.00,15.00,Kos Putri,10.50,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
Kost Singgahsini Anisa Kebon Kacang 6 Tipe E Tanah Abang Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,2325000.00,4.60,21.00,42.00,Kos Putri,7.50,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1
Kost Singgahsini AOS Home Tipe A Setiabudi Jakarta Selatan,Jakarta Selatan,Setiabudi,0.00,2495000.00,4.50,36.00,65.00,Kos Campur,9.00,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
Kost Singgahsini Apel 166 Tipe A Tanjung Duren Grogol Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,2050000.00,4.60,26.00,62.00,Kos Campur,9.90,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1
Kost Singgahsini Apel 166 Tipe B Tanjung Duren Grogol Jakarta Barat,Jakarta Barat,Grogol Petamburan,2.00,2500000.00,4.80,16.00,33.00,Kos Campur,9.90,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1
Kost Singgahsini Arkana Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,2685000.00,4.50,3.00,5.00,Kos Putri,15.18,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
Kost Singgahsini Arkana Tipe B Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,2375000.00,5.00,3.00,8.00,Kos Putri,12.21,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
Kost Singgahsini Arkana Tipe C Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,2162500.00,4.80,10.00,14.00,Kos Putri,12.21,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1
Kost Singgahsini Arkana Tipe D Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,2.00,2067500.00,4.80,10.00,16.00,Kos Putri,12.21,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1
Kost Singgahsini Arte Cipete Utara Tipe D Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,0.00,3350000.00,4.60,1.00,12.00,Kos Campur,14.40,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
Kost Singgahsini Arti Peni Tipe B Matraman Jakarta Timur,Jakarta Timur,Matraman,0.00,1526000.00,4.80,5.00,10.00,Kos Campur,7.80,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
Kost Singgahsini Arti Peni Tipe C Matraman Jakarta Timur,Jakarta Timur,Matraman,0.00,1275000.00,4.50,5.00,14.00,Kos Campur,7.80,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
Kost Singgahsini Arvani Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Cakung,0.00,1700000.00,4.90,3.00,8.00,Kos Putri,10.80,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
Kost Singgahsini Arvani Tipe B Pulo Gadung Jakarta Timur,Jakarta Timur,Cakung,0.00,1600000.00,4.80,5.00,9.00,Kos Putri,8.80,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
Kost Singgahsini Arvindo Tipe A Palmerah Jakarta Barat,Jakarta Barat,Palmerah,2.00,2175000.00,4.90,9.00,15.00,Kos Campur,9.00,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Asia Baru 40A Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,0.00,1622500.00,4.80,21.00,35.00,Kos Campur,9.90,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
Kost Singgahsini Asia Baru 40A Tipe C Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,1.00,1510000.00,4.80,4.00,9.00,Kos Campur,13.30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
Kost Singgahsini Atelier Tipe A Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1735000.00,4.40,7.00,35.00,Kos Campur,6.60,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
Kost Singgahsini Atelier Tipe B Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1640000.00,4.50,3.00,17.00,Kos Campur,6.60,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
Kost Singgahsini Atelier Tipe C Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1625000.00,4.40,3.00,19.00,Kos Campur,6.60,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
Kost Singgahsini Attahiriyah Pejaten Tipe A Pasar Minggu Jakarta Selatan,Jakarta Selatan,Pasar Minggu,0.00,1953500.00,4.80,22.00,38.00,Kos Campur,20.00,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Audio 20 Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2020000.00,4.80,4.00,8.00,Kos Campur,8.40,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Avina Cilandak KKO Tipe A Ragunan Jakarta Selatan,Jakarta Selatan,Pasar Minggu,0.00,1625000.00,5.00,19.00,46.00,Kos Putri,6.00,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Kost Singgahsini Az Zahro Batu Alam Tipe B Kramatjati Jakarta Timur,Jakarta Timur,Kramat Jati,0.00,2590000.00,4.90,9.00,21.00,Kos Putri,18.00,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Az Zahro Batu Alam Tipe C Kramatjati Jakarta Timur,Jakarta Timur,Kramat Jati,1.00,1735000.00,5.00,1.00,1.00,Kos Putri,8.00,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
Kost Singgahsini b211 The Syariah Residence MRT-Fatmawati Tipe A Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,2.00,2995000.00,4.60,66.00,117.00,Kos Campur,15.75,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Bahagia 7 Tipe A Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,3025000.00,5.00,1.00,5.00,Kos Campur,13.50,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Bahagia 7 Tipe B Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,2233000.00,4.50,5.00,9.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Bahagia 7 Tipe D Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1925000.00,4.90,6.00,11.00,Kos Campur,9.00,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Baitussalam Tipe A Kemayoran Jakarta Pusat,Jakarta Pusat,Kemayoran,0.00,1900000.00,4.60,24.00,86.00,Kos Putri,11.70,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
Kost Singgahsini Balaira Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Duren Sawit,2.00,1925000.00,4.90,39.00,89.00,Kos Campur,13.50,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Balaira Tipe B Duren Sawit Jakarta Timur,Jakarta Timur,Duren Sawit,0.00,1925000.00,4.60,2.00,7.00,Kos Campur,12.00,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Balaira Tipe D Duren Sawit Jakarta Timur,Jakarta Timur,Duren Sawit,0.00,1735000.00,4.60,4.00,28.00,Kos Campur,9.00,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Bambang Tipe B Makasar Jakarta Timur,Jakarta Timur,Makasar,1.00,1405000.00,5.00,1.00,1.00,Kos Campur,7.50,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1
Kost Singgahsini Bambang Tipe C Makasar Jakarta Timur,Jakarta Timur,Makasar,0.00,1640000.00,4.80,14.00,23.00,Kos Campur,7.50,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
Kost Singgahsini Banco 6 Tipe B Mampang Prapatan Jakarta Selatan,Jakarta Selatan,Mampang Prapatan,3.00,3365000.00,4.60,29.00,66.00,Kos Campur,15.20,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1
Kost Singgahsini Banjarsari IV Tipe A Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2525000.00,4.90,21.00,36.00,Kos Putri,8.96,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0
Kost Singgahsini Bapusta Rawamangun Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,2.00,2463000.00,4.90,3.00,6.00,Kos Campur,12.25,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
Kost Singgahsini Bapusta Rawamangun Tipe B Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,2775000.00,5.00,1.00,2.00,Kos Campur,12.25,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini Batik Tipe A Bendungan Hilir Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,2425000.00,4.50,25.00,45.00,Kos Putri,9.00,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
Kost Singgahsini Batik Tipe B Bendungan Hilir Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,1975000.00,4.60,12.00,25.00,Kos Putri,9.00,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
Kost Singgahsini Batik Tipe C Bendungan Hilir Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,1725000.00,0.00,0.00,2.00,Kos Putri,7.50,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
Kost Singgahsini Bella Swadarma VI Tipe A Pesanggrahan Jakarta Selatan,Jakarta Selatan,Pesanggrahan,0.00,2590000.00,5.00,1.00,3.00,Kos Putri,21.08,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Kost Singgahsini Bella Swadarma VI Tipe B Pesanggrahan Jakarta Selatan,Jakarta Selatan,Pesanggrahan,0.00,2257500.00,4.40,2.00,13.00,Kos Putri,12.60,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Kost Singgahsini Bella Vita Tipe A Salemba Jakarta Pusat,Jakarta Pusat,Senen,0.00,2509000.00,0.00,0.00,4.00,Kos Campur,12.00,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
Kost Singgahsini Bella Vita Tipe B Salemba Jakarta Pusat,Jakarta Pusat,Senen,0.00,1865000.00,4.10,1.00,14.00,Kos Campur,12.00,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
Kost Singgahsini Bendi XIV Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,1.00,2055000.00,4.80,6.00,16.00,Kos Putri,6.00,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini Bendi XIV Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2455000.00,4.60,4.00,5.00,Kos Putri,6.00,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini Bendungan Hilir 95 Tipe A Tanah Abang Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,1525000.00,4.60,33.00,59.00,Kos Campur,12.25,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
Kost Singgahsini Beranda Kanaya Tipe A Senen Jakarta Pusat,Jakarta Pusat,Senen,0.00,1972500.00,4.90,9.00,48.00,Kos Putri,13.94,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Kost Singgahsini Berkah Bintaro Tipe A Pesanggrahan Jakarta Selatan,Jakarta Selatan,Pesanggrahan,0.00,1675000.00,5.00,2.00,4.00,Kos Putri,7.00,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Berkah Bintaro Tipe B Pesanggrahan Jakarta Selatan,Jakarta Selatan,Pesanggrahan,2.00,1475000.00,4.90,11.00,25.00,Kos Putri,5.75,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini BINUS Melrose Laluna Residence Tipe A Palmerah Jakarta Barat,Jakarta Barat,Palmerah,0.00,1877500.00,4.40,13.00,24.00,Kos Campur,5.00,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
Kost Singgahsini Black House Tipe A Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,1.00,3245000.00,4.80,4.00,4.00,Kos Campur,15.00,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Kost Singgahsini Blue N Yellow Tipe A Cilincing Jakarta Utara,Jakarta Utara,Cilincing,0.00,1260000.00,0.00,0.00,1.00,Kos Campur,9.00,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Kost Singgahsini Blue N Yellow Tipe B Cilincing Jakarta Utara,Jakarta Utara,Cilincing,1.00,880000.00,4.40,11.00,27.00,Kos Campur,9.00,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Kost Singgahsini Blueberry 1 Tipe B Sawah Besar Jakarta Pusat,Jakarta Pusat,Sawah Besar,0.00,2425000.00,4.60,18.00,24.00,Kos Campur,14.70,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Blueberry 1 Tipe C Sawah Besar Jakarta Pusat,Jakarta Pusat,Sawah Besar,0.00,2075000.00,4.60,58.00,122.00,Kos Campur,12.60,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Bluhaus Meruya Tipe A Kembangan Jakarta Barat,Jakarta Barat,Kembangan,0.00,2225000.00,0.00,0.00,1.00,Kos Campur,16.12,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Bluhaus Meruya Tipe B Kembangan Jakarta Barat,Jakarta Barat,Kembangan,1.00,1925000.00,4.90,9.00,26.00,Kos Campur,8.68,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Kost Singgahsini BnB Tipe B Kembangan Jakarta Barat,Jakarta Barat,Kembangan,0.00,1000000.00,4.60,14.00,25.00,Kos Campur,12.18,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Kost Singgahsini Buana Gandaria Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,1.00,1825000.00,4.40,7.00,8.00,Kos Campur,9.80,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0
Kost Singgahsini Buana Seven Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1805000.00,4.50,7.00,16.00,Kos Putra,9.00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0
Kost Singgahsini Bukit Duri 42 Tipe A Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,2248000.00,0.00,0.00,2.00,Kos Putri,12.00,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Kost Singgahsini Bukit Duri 42 Tipe B Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,1735000.00,4.80,14.00,35.00,Kos Putri,9.00,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Kost Singgahsini Bunggur Wanita Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1395000.00,4.30,2.00,10.00,Kos Putri,12.00,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Kost Singgahsini Bunggur Wanita Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1255000.00,4.60,11.00,24.00,Kos Putri,12.00,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Kost Singgahsini Bunggur Wanita Tipe C Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1425000.00,4.80,10.00,30.00,Kos Putri,12.00,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Kost Singgahsini Cahaya Mansion Tipe A Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,3153000.00,4.80,12.00,19.00,Kos Campur,11.20,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Cahaya Mansion Tipe D Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,2685000.00,4.60,10.00,14.00,Kos Campur,11.20,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Cahaya Mansion Tipe D Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,2685000.00,4.60,10.00,14.00,Kos Campur,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Casa De Salam Tipe A Kramat Jati Jakarta Timur,Jakarta Timur,Kramat Jati,0.00,1875000.00,0.00,0.00,2.00,Kos Campur,10.50,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Kost Singgahsini Casa Kalasa Tipe B Mampang Prapatan Jakarta Selatan,Jakarta Selatan,Mampang Prapatan,0.00,2675000.00,4.90,9.00,13.00,Kos Campur,8.68,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1
Kost Singgahsini Casa Kalasa Tipe C Mampang Prapatan Jakarta Selatan,Jakarta Selatan,Mampang Prapatan,0.00,2525000.00,4.90,11.00,20.00,Kos Campur,10.64,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1
Kost Singgahsini Casa Tebet Mas Indah Tipe A Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,3825000.00,4.80,33.00,68.00,Kos Putri,12.96,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost Singgahsini Casa Tebet Mas Indah Tipe B Tebet Jakarta Selatan,Jakarta Selatan,Tebet,1.00,3525000.00,4.90,40.00,63.00,Kos Putri,9.90,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost Singgahsini Casa Tebet Mas Indah Tipe C Tebet Jakarta Selatan,Jakarta Selatan,Tebet,0.00,3225000.00,4.90,5.00,7.00,Kos Putri,12.00,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost Singgahsini Cempaka Putih 15 Tipe A Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,1925000.00,4.80,35.00,47.00,Kos Campur,12.00,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
Kost Singgahsini Cempaka Putih 15 Tipe B Jakarta Pusat,Jakarta Pusat,Cempaka Putih,1.00,2115000.00,4.60,5.00,3.00,Kos Campur,12.80,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Kost Singgahsini Cempaka Putih 15 Tipe C Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,2225000.00,4.90,5.00,6.00,Kos Campur,14.00,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
Kost Singgahsini Cendrawasih I Tipe A Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2575000.00,4.60,20.00,31.00,Kos Campur,8.58,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
Kost Singgahsini Cendrawasih I Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2845000.00,4.50,27.00,45.00,Kos Campur,14.00,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
Kost Singgahsini Cherry Suites Tipe B Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,0.00,3700000.00,5.00,2.00,8.00,Kos Campur,13.50,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini Cipinang Baru Raya Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,1.00,1450000.00,5.00,51.00,85.00,Kos Campur,10.50,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
Kost Singgahsini Cira 29A Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1735000.00,4.80,5.00,14.00,Kos Putra,12.00,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Citron Tipe C Cipete Raya Jakarta Selatan,Jakarta Selatan,Cilandak,1.00,3682500.00,4.60,1.00,6.00,Kos Campur,20.00,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini Clean Room SPR Tipe A Taman Sari Jakarta Barat,Jakarta Barat,Taman Sari,0.00,2025000.00,4.00,4.00,5.00,Kos Campur,12.96,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1
