room_name,region,location,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi,is_discount
Kost Cynfel 2 Tipe Standar Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,1850000.00,0.00,0.00,0.00,Kos Campur,16.00,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Kost Damarsari 27 Pasar Minggu Jakarta Selatan,Jakarta Selatan,Pasar Minggu,0.00,2000000.00,4.00,3.00,8.00,Kos Putri,9.00,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Kost De Alcatraz 3 Tipe Hayden Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,2.00,2300000.00,0.00,0.00,0.00,Kos Campur,8.50,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost De Ruci 1 Senen Jakarta Pusat,Jakarta Pusat,Senen,1.00,1150000.00,0.00,0.00,0.00,Kos Campur,9.00,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kost De Saari 21 Tipe Non Ac Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,1050000.00,5.00,2.00,7.00,Kos Campur,9.00,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
Kost Dekat Stadion JIS Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,1.00,1200000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Kost Delima Tipe Diamond Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,2250000.00,0.00,0.00,2.00,Kos Campur,10.50,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
Kost DENLI Residence Thamrin Tanah Abang Jakarta Pusat Tipe A Tanah Abang Jakarta Pusat,Jakarta Pusat,Tanah Abang,0.00,2650000.00,0.00,0.00,1.00,Kos Campur,9.00,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
Kost Desty Tipe D Daisy Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,1.00,1900000.00,0.00,0.00,0.00,Kos Campur,16.00,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Kost Don Juan 1 Tipe A Cakung Jakarta Timur,Jakarta Timur,Cakung,1.00,1700000.00,5.00,5.00,10.00,Kos Campur,9.00,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Kost Dorayon Tipe Medium Cakung Jakarta Timur,Jakarta Timur,Cakung,1.00,900000.00,0.00,0.00,1.00,Kos Campur,9.00,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Kost Dslipi Palmerah Jakarta Barat,Jakarta Barat,Palmerah,0.00,3000000.00,0.00,0.00,8.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost East 99 Residence Cakung Jakarta Timur,Jakarta Timur,Cakung,1.00,2100000.00,4.50,26.00,159.00,Kos Campur,21.00,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
Kost Edi Non AC Pulogadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,1100000.00,0.00,0.00,2.00,Kos Campur,12.00,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Kost EHA Tipe B Palmerah Jakarta Barat,Jakarta Barat,Palmerah,1.00,900000.00,0.00,0.00,0.00,Kos Campur,9.00,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Kost Eksekutif Boulevard Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,2.00,3001500.00,0.00,0.00,3.00,Kos Campur,16.00,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
Kost Eksekutif Duren Sawit Jakarta Timur,Jakarta Timur,Duren Sawit,3.00,1300000.00,5.00,3.00,2.00,Kos Putri,12.00,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1
Kost Eksklusif AC Pasar Minggu Jakarta Selatan,Jakarta Selatan,Pasar Minggu,0.00,1000000.00,0.00,0.00,0.00,Kos Campur,12.00,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
Kost Eksklusif Tipe Ekonomis Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,1900000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Kost Eksklusif Wisma Rosa II VVIP Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,1.00,2300000.00,0.00,0.00,0.00,Kos Campur,20.00,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
Kost Elements Tipe Deluxe Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,1.00,2500000.00,0.00,0.00,1.00,Kos Campur,9.00,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Kost Ellisabeth Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,2.00,700000.00,0.00,0.00,1.00,Kos Putra,10.50,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Kost Ellok Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,2450000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
Kost Elok Pavilion Tipe A Jatinegara Jakarta Timur,Jakarta Timur,Jatinegara,2.00,3500000.00,0.00,0.00,1.00,Kos Campur,18.00,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost Emmy Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Duren Sawit,0.00,700000.00,0.00,0.00,1.00,Kos Campur,12.00,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kost Exclusive 96 Joglo Residence Kembangan Jakarta Barat,Jakarta Barat,Kembangan,0.00,3100000.00,0.00,0.00,0.00,Kos Campur,18.00,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
Kost Exclusive Jl Serayu Raya Semper Cilincing Jakarta Utara,Jakarta Utara,Cilincing,1.00,1500000.00,0.00,0.00,3.00,Kos Campur,12.00,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kost Exclusive Mumtaz Sufya 16F Matraman Jakarta Timur,Jakarta Timur,Matraman,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Kost Exclusive Mumtaz Sufya 16F Matraman Jakarta Timur,Jakarta Timur,Matraman,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Kost Exclusive Mumtaz Sufya 16F Matraman Jakarta Timur,Jakarta Timur,Matraman,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Kost Exclusive Mumtaz Sufya 16F Matraman Jakarta Timur,Jakarta Timur,Matraman,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Kost Exclusive Mumtaz Sufya 16F Matraman Jakarta Timur,Jakarta Timur,Matraman,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Kost Fantasy Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,1550000.00,4.90,5.00,10.00,Kos Putri,6.00,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
Kost Fatmawati Deluxe + Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,3750000.00,0.00,0.00,6.00,Kos Campur,15.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1
Kost Fatmawati Excecutive Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,4000000.00,0.00,0.00,2.00,Kos Campur,13.50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1
Kost Fatmawati Executive 2 Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,4000000.00,0.00,0.00,6.00,Kos Campur,16.50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1
Kost G2 Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,2600000.00,0.00,0.00,16.00,Kos Campur,9.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Kost Gading Elok Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,3.00,1400000.00,0.00,0.00,1.00,Kos Campur,7.50,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0
Kost Gading Elok Residence II Queensize Bedroom Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,3.00,2900000.00,4.50,3.00,13.00,Kos Campur,10.24,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
Kost Gading Elok Residence II Single Bedroom Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,2200000.00,4.90,18.00,29.00,Kos Campur,9.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
Kost Gading Pavillion Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,2.00,2100000.00,5.00,1.00,0.00,Kos Putri,12.00,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost Gading Surya Tipe E Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,750000.00,0.00,0.00,1.00,Kos Campur,4.00,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
Kost Gading Surya Tipe E Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,750000.00,0.00,0.00,1.00,Kos Campur,4.00,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
Kost Gading Surya Tipe G Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,950000.00,0.00,0.00,1.00,Kos Campur,5.00,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0
Kost Gading Surya Tipe H Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,950000.00,0.00,0.00,0.00,Kos Campur,9.00,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
Kost Gajahmada Icon Residence Royal Taman Sari Jakarta Barat,Jakarta Barat,Taman Sari,1.00,2300000.00,5.00,1.00,9.00,Kos Campur,9.00,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
Kost Gambyong Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,9.00,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
Kost Gaps House 2 Tipe A Cipayung Jakarta Timur,Jakarta Timur,Cipayung,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Kost Garden Tipe B Taman Sari Jakarta Barat,Jakarta Barat,Taman Sari,2.00,1750000.00,0.00,0.00,4.00,Kos Putri,8.14,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
Kost Glenn Eksklusif Tipe Big Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,2500000.00,0.00,0.00,1.00,Kos Campur,24.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Kost Glenn Eksklusif Tipe Sedang Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,2.00,1950000.00,4.00,1.00,6.00,Kos Campur,12.00,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Kost Golden Leaf Residence Tomang Palmerah Jakarta Barat,Jakarta Barat,Palmerah,2.00,3200000.00,0.00,0.00,6.00,Kos Campur,15.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Kost Gorat Cipayung Jakarta Timur,Jakarta Timur,Cipayung,2.00,1500000.00,0.00,0.00,1.00,Kos Campur,12.00,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
Kost Grace Cilincing Jakarta Utara,Jakarta Utara,Cilincing,3.00,1350000.00,5.00,4.00,5.00,Kos Campur,6.00,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Kost Grace Residence Tipe Lorong Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,1600000.00,0.00,0.00,17.00,Kos Putri,7.50,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Kost Grace Residence Tipe Lorong Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,1600000.00,0.00,0.00,17.00,Kos Putri,7.50,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Kost Grade Tulip Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,1.00,3500000.00,0.00,0.00,0.00,Kos Campur,20.00,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Kost Graha Bintang Tipe VVIP Menteng Jakarta Pusat,Jakarta Pusat,Menteng,0.00,3000000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Kost Griya AM Standart Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,0.00,1800000.00,0.00,0.00,8.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Kost Griya Bangun Jaya Tipe Vip1 Duren Sawit Jakarta Timur,Jakarta Timur,Duren Sawit,0.00,1600000.00,0.00,0.00,0.00,Kos Putra,17.50,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
Kost Griya Flamboyan Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,1900000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1
Kost Griya Mimi Residence Executive Cipayung Jakarta Timur,Jakarta Timur,Cipayung,0.00,2350000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Kost Griya Musdalifah Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,0.00,1500000.00,0.00,0.00,1.00,Kos Campur,12.00,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
Kost Griya Padma Tipe Single Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0
Kost Griya Sribudi 1 Tipe A Pasar Rebo Jakarta Timur,Jakarta Timur,Pasar Rebo,0.00,1020000.00,0.00,0.00,0.00,Kos Campur,20.00,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Kost Grogol Abdi Tanjung Duren Residence Tipe B Grogol petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,2.00,1490000.00,4.60,2.00,6.00,Kos Campur,6.00,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
Kost Gunung Sahari Sawah Besar Jakarta Pusat,Jakarta Pusat,Sawah Besar,2.00,950000.00,5.00,1.00,2.00,Kos Putri,9.00,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Kost H Ayyub Tipe A Mampang Prapatan Jakarta Selatan,Jakarta Selatan,Mampang Prapatan,1.00,1100000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Kost H Muh Ashyari Executive Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,9.00,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
Kost H2 Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,1000000.00,0.00,0.00,1.00,Kos Campur,12.00,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
Kost Haji Aan 2 Tipe B Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,0.00,1350000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Kost Haji Agus Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,1.00,900000.00,0.00,0.00,0.00,Kos Campur,12.25,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Kost Haji Bu Yanni Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,2.00,1000000.00,4.60,1.00,0.00,Kos Campur,9.00,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Kost Hans Sungai Bambu Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,850000.00,0.00,0.00,13.00,Kos Campur,9.00,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0
Kost Hardika Pademangan Jakarta Utara,Jakarta Utara,Pademangan,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Kost Harpa Place Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,2400000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Kost Harpa Place Tipe C Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,2000000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
Kost Harun MP Residence Tipe B Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,1.00,1770000.00,5.00,6.00,0.00,Kos Campur,7.50,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
Kost Haven Sunter Deluxe Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,2.00,2945000.00,0.00,0.00,0.00,Kos Campur,14.00,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Kost Haven Sunter Standard Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,2470000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
Kost Haven Sunter Superior Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,2755000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
Kost Hayam Wuruk Suites Co Living Tipe Premium C Taman Sari Jakarta Barat,Jakarta Barat,Taman Sari,0.00,2650000.00,0.00,0.00,2.00,Kos Campur,9.00,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
Kost Helena Asri Tipe Double Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,0.00,3500000.00,0.00,0.00,2.00,Kos Campur,16.00,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
Kost Hj Dahlia 34 Mampang Prapatan Jakarta Selatan,Jakarta Selatan,Mampang Prapatan,0.00,900000.00,4.00,2.00,13.00,Kos Campur,9.00,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Kost Hj Iyum Kemayoran Jakarta Pusat,Jakarta Pusat,Kemayoran,3.00,1110000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kost Holi Residence Tipe A Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,0.00,1700000.00,5.00,1.00,5.00,Kos Campur,6.00,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Kost Home 88 Tipe C Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,1.00,2400000.00,0.00,0.00,4.00,Kos Putri,11.20,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Kost Home Exclusive Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,2.00,1200000.00,0.00,0.00,7.00,Kos Putri,7.50,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Kost Home Living Tipe 1B Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,2300000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Kost Home Living Tipe 2D Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,2200000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Kost Home Living Tipe 2F Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,3000000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Kost Homie Co Living Tanjung Priok Jakarta Utara,Jakarta Utara,Tanjung Priok,1.00,2200000.00,0.00,0.00,0.00,Kos Campur,10.00,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
Kost Hon Suriadi Tipe VVIP Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1900000.00,0.00,0.00,9.00,Kos Campur,12.00,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Kost Hon Suriadi Tipe VVIP Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1900000.00,0.00,0.00,9.00,Kos Campur,12.00,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Kost Ibu Angel Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,1800000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Kost Ibu Arif Standar Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,3.00,850000.00,0.00,0.00,0.00,Kos Campur,3.60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Kost Ibu Arif Standar Penjaringan Jakarta Utara,Jakarta Utara,Penjaringan,3.00,850000.00,0.00,0.00,0.00,Kos Campur,3.60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Kost Ibu Farida Jatinegara Jakarta Timur,Jakarta Timur,Jatinegara,0.00,900000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
