region,location,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi,is_discount
Jakarta Timur,Kecamatan Pasar Rebo,1.0,1750000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Jakarta Pusat,Menteng,0.0,3000000.0,3.1,3.0,1.0,Kos Campur,12.0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1
Jakarta Utara,Kelapa Gading,0.0,1600000.0,0.0,0.0,0.0,Kos Campur,9.0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,1300000.0,4.4,6.0,17.0,Kos Putri,9.0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,2550000.0,3.1,1.0,1.0,Kos Putri,9.1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0
Jakarta Utara,Kelapa Gading,0.0,2350000.0,0.0,0.0,0.0,Kos Putri,14.43,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
Jakarta Barat,Grogol Petamburan,0.0,1500000.0,0.0,0.0,12.0,Kos Putri,9.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0
Jakarta Timur,Makasar,0.0,1200000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,3.0,1050000.0,4.0,1.0,10.0,Kos Campur,6.25,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
Jakarta Utara,Kelapa Gading,0.0,899000.0,4.3,9.0,51.0,Kos Campur,4.0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0
Jakarta Utara,Kelapa Gading,1.0,1950000.0,0.0,0.0,0.0,Kos Campur,8.75,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
Jakarta Utara,Koja,2.0,1200000.0,0.0,0.0,2.0,Kos Campur,21.0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Selatan,Jagakarsa,0.0,1200000.0,0.0,0.0,3.0,Kos Campur,12.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
Jakarta Pusat,Kecamatan Menteng,0.0,3750000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
Jakarta Pusat,Kecamatan Menteng,0.0,4000000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Jakarta Pusat,Kecamatan Menteng,0.0,4250000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Utara,Cilincing,1.0,1500000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Jakarta Barat,Kalideres,3.0,1400000.0,4.6,1.0,4.0,Kos Campur,8.399999999999999,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
Jakarta Barat,Kecamatan Kalideres,2.0,1300000.0,0.0,0.0,10.0,Kos Putri,10.5,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
Jakarta Barat,Kecamatan Kembangan,0.0,2250000.0,0.0,0.0,7.0,Kos Campur,14.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
Jakarta Barat,Grogol Petamburan,2.0,2350000.0,0.0,0.0,11.0,Kos Putri,12.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Jakarta Barat,Kecamatan Palmerah,0.0,2750000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Jakarta Barat,Kecamatan Kebon Jeruk,0.0,4500000.0,0.0,0.0,14.0,Kos Campur,15.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Jakarta Barat,Kebon Jeruk,0.0,2750000.0,0.0,0.0,6.0,Kos Campur,12.0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
Jakarta Barat,Kecamatan Palmerah,0.0,4400000.0,0.0,0.0,0.0,Kos Campur,15.75,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Barat,Palmerah,0.0,3250000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
Jakarta Barat,Kecamatan Palmerah,0.0,3250000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
Jakarta Pusat,Kecamatan Gambir,0.0,3500000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Pusat,Gambir,0.0,3500000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Barat,Kecamatan Palmerah,0.0,4100000.0,0.0,0.0,1.0,Kos Campur,13.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Jakarta Selatan,Cilandak,0.0,3750000.0,0.0,0.0,5.0,Kos Campur,14.399999999999999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Selatan,Cilandak,0.0,4000000.0,0.0,0.0,2.0,Kos Campur,16.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Barat,Kecamatan Grogol petamburan,0.0,2750000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Barat,Kecamatan Grogol petamburan,0.0,3000000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Barat,Kecamatan Taman Sari,0.0,2700000.0,4.9,2.0,3.0,Kos Campur,16.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
Jakarta Pusat,Sawah Besar,0.0,2400000.0,0.0,0.0,1.0,Kos Campur,16.0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Jakarta Pusat,Sawah Besar,0.0,2000000.0,0.0,0.0,1.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Jakarta Pusat,Menteng,2.0,3750000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
Jakarta Pusat,Menteng,0.0,4000000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Jakarta Pusat,Menteng,0.0,4500000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Jakarta Pusat,Menteng,0.0,4250000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Jakarta Pusat,Kecamatan Gambir,0.0,3500000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Pusat,Gambir,0.0,3500000.0,0.0,0.0,0.0,Kos Campur,13.5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Pusat,Gambir,0.0,3000000.0,0.0,0.0,0.0,Kos Campur,10.5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Pusat,Gambir,0.0,3700000.0,0.0,0.0,0.0,Kos Campur,13.5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Utara,Tanjung Priok,0.0,1700000.0,0.0,0.0,5.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
Jakarta Utara,Tanjung Priok,0.0,2700000.0,0.0,0.0,0.0,Kos Campur,16.0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
Jakarta Utara,Tanjung Priok,0.0,2200000.0,0.0,0.0,0.0,Kos Campur,16.0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Jakarta Barat,Palmerah,0.0,2700000.0,0.0,0.0,9.0,Kos Campur,12.0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1
Jakarta Barat,Kecamatan Grogol petamburan,0.0,3000000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
Jakarta Utara,Tanjung Priok,1.0,1650000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Jakarta Utara,Tanjung Priok,0.0,1850000.0,0.0,0.0,0.0,Kos Campur,16.0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Jakarta Selatan,Pasar Minggu,0.0,2000000.0,4.0,3.0,8.0,Kos Putri,9.0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Jakarta Utara,Kelapa Gading,2.0,2300000.0,0.0,0.0,0.0,Kos Campur,8.5,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Jakarta Pusat,Kecamatan Senen,1.0,1150000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,Kecamatan Tanjung Priok,0.0,1050000.0,5.0,2.0,7.0,Kos Campur,9.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
Jakarta Utara,Kecamatan Tanjung Priok,1.0,1200000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Barat,Kecamatan Grogol Petamburan,0.0,2250000.0,0.0,0.0,2.0,Kos Campur,10.5,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
Jakarta Pusat,Tanah Abang,0.0,2650000.0,0.0,0.0,1.0,Kos Campur,9.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
Jakarta Barat,Grogol Petamburan,1.0,1900000.0,0.0,0.0,0.0,Kos Campur,16.0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Jakarta Timur,Kecamatan Cakung,1.0,1700000.0,5.0,5.0,10.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Timur,Cakung,1.0,900000.0,0.0,0.0,1.0,Kos Campur,9.0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Jakarta Barat,Kecamatan Palmerah,0.0,3000000.0,0.0,0.0,8.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Timur,Kecamatan Cakung,1.0,2100000.0,4.5,26.0,159.0,Kos Campur,21.0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
Jakarta Timur,Pulo Gadung,0.0,1100000.0,0.0,0.0,2.0,Kos Campur,12.0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Jakarta Barat,Kecamatan Palmerah,1.0,900000.0,0.0,0.0,0.0,Kos Campur,9.0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,2.0,3001500.0,0.0,0.0,3.0,Kos Campur,16.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
Jakarta Timur,Duren Sawit,3.0,1300000.0,5.0,3.0,2.0,Kos Putri,12.0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1
Jakarta Selatan,Pasar Minggu,0.0,1000000.0,0.0,0.0,0.0,Kos Campur,12.0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
Jakarta Utara,Kelapa Gading,0.0,1900000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Jakarta Pusat,Kecamatan Cempaka Putih,1.0,2300000.0,0.0,0.0,0.0,Kos Campur,20.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
Jakarta Barat,Kecamatan Grogol petamburan,1.0,2500000.0,0.0,0.0,1.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,2.0,700000.0,0.0,0.0,1.0,Kos Putra,10.5,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Jakarta Utara,Kelapa Gading,0.0,2450000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
Jakarta Timur,Jatinegara,2.0,3500000.0,0.0,0.0,1.0,Kos Campur,18.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Timur,Kecamatan Duren Sawit,0.0,700000.0,0.0,0.0,1.0,Kos Campur,12.0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,Kembangan,0.0,3100000.0,0.0,0.0,0.0,Kos Campur,18.0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Utara,Kecamatan Cilincing,1.0,1500000.0,0.0,0.0,3.0,Kos Campur,12.0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Timur,Kecamatan Matraman,2.0,3500000.0,0.0,0.0,2.0,Kos Campur,30.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Timur,Kecamatan Matraman,2.0,3500000.0,0.0,0.0,2.0,Kos Campur,30.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Timur,Kecamatan Matraman,2.0,3500000.0,0.0,0.0,2.0,Kos Campur,30.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Timur,Kecamatan Matraman,2.0,3500000.0,0.0,0.0,2.0,Kos Campur,30.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Timur,Kecamatan Matraman,2.0,3500000.0,0.0,0.0,2.0,Kos Campur,30.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Jakarta Utara,Kecamatan Kelapa Gading,1.0,1550000.0,4.9,5.0,10.0,Kos Putri,6.0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
Jakarta Selatan,Cilandak,0.0,3750000.0,0.0,0.0,6.0,Kos Campur,15.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1
Jakarta Selatan,Cilandak,0.0,4000000.0,0.0,0.0,2.0,Kos Campur,13.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1
Jakarta Selatan,Cilandak,0.0,4000000.0,0.0,0.0,6.0,Kos Campur,16.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1
Jakarta Barat,Grogol Petamburan,0.0,2600000.0,0.0,0.0,16.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,3.0,1400000.0,0.0,0.0,1.0,Kos Campur,7.5,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0
Jakarta Utara,Kecamatan Kelapa Gading,3.0,2900000.0,4.5,3.0,13.0,Kos Campur,10.240000000000002,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
Jakarta Utara,Kecamatan Kelapa Gading,0.0,2200000.0,4.9,18.0,29.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
Jakarta Utara,Kecamatan Kelapa Gading,2.0,2100000.0,5.0,1.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,750000.0,0.0,0.0,1.0,Kos Campur,4.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,750000.0,0.0,0.0,1.0,Kos Campur,4.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,950000.0,0.0,0.0,1.0,Kos Campur,5.0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,950000.0,0.0,0.0,0.0,Kos Campur,9.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
Jakarta Barat,Kecamatan Taman Sari,1.0,2300000.0,5.0,1.0,9.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
Jakarta Utara,Kecamatan Kelapa Gading,0.0,1600000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
Jakarta Timur,Cipayung,0.0,1600000.0,0.0,0.0,0.0,Kos Campur,12.0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Jakarta Barat,Taman Sari,2.0,1750000.0,0.0,0.0,4.0,Kos Putri,8.14,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
Jakarta Utara,Kelapa Gading,0.0,2500000.0,0.0,0.0,1.0,Kos Campur,24.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Jakarta Utara,Kelapa Gading,2.0,1950000.0,4.0,1.0,6.0,Kos Campur,12.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Jakarta Barat,Palmerah,2.0,3200000.0,0.0,0.0,6.0,Kos Campur,15.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,Cipayung,2.0,1500000.0,0.0,0.0,1.0,Kos Campur,12.0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
Jakarta Utara,Cilincing,3.0,1350000.0,5.0,4.0,5.0,Kos Campur,6.0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Jakarta Utara,Kecamatan Tanjung Priok,0.0,1600000.0,0.0,0.0,17.0,Kos Putri,7.5,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Jakarta Utara,Kecamatan Tanjung Priok,0.0,1600000.0,0.0,0.0,17.0,Kos Putri,7.5,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Jakarta Barat,Kebon Jeruk,1.0,3500000.0,0.0,0.0,0.0,Kos Campur,20.0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Pusat,Kecamatan Menteng,0.0,3000000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Jakarta Barat,Kecamatan Kebon Jeruk,0.0,1800000.0,0.0,0.0,8.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Jakarta Timur,Duren Sawit,0.0,1600000.0,0.0,0.0,0.0,Kos Putra,17.5,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,1.0,1900000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1
Jakarta Timur,Cipayung,0.0,2350000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,Penjaringan,0.0,1500000.0,0.0,0.0,1.0,Kos Campur,12.0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
Jakarta Timur,Kecamatan Pulo Gadung,0.0,1600000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0
Jakarta Timur,Kecamatan Pasar Rebo,0.0,1020000.0,0.0,0.0,0.0,Kos Campur,20.0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Jakarta Barat,Kecamatan Grogol petamburan,2.0,1490000.0,4.6,2.0,6.0,Kos Campur,6.0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
Jakarta Pusat,Sawah Besar,2.0,950000.0,5.0,1.0,2.0,Kos Putri,9.0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Jakarta Selatan,Mampang Prapatan,1.0,1100000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Jakarta Utara,Penjaringan,0.0,1600000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
Jakarta Utara,Kelapa Gading,0.0,1000000.0,0.0,0.0,1.0,Kos Campur,12.0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
Jakarta Utara,Kecamatan Penjaringan,0.0,1350000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Jakarta Utara,Kecamatan Tanjung Priok,1.0,900000.0,0.0,0.0,0.0,Kos Campur,12.25,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Jakarta Utara,Penjaringan,2.0,1000000.0,4.6,1.0,0.0,Kos Campur,9.0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
